Headin÷CAN begin OK
LSM6DS3TR-C Found!
Accelerometer range set to: +-2G
Accelerometer data rate set to: 12.5 Hz
Heading:0.00 A Des:[0.00] Act:[0.00] B Des:7.00] Act:[0.00] [Immediate] [-1.45] [4.37] [-8.60] | PC:0
Heading:28.74 A Des:[-3.14] Act:[-2.70] B Des:-6.25] Act:[-2.50] [Immediate] [-1.40] [9.14] [-2.99] | PC:3119
Heading:28.74 A Des:[-3.14] Act:[-1.70] B Des:-6.25] Act:[-4.20] [Immediate] [-1.05] [8.80] [-4.08] | PC:3119
Heading:28.72 A Des:[-3.00] Act:[0.00] B Des:-6.32] Act:[-1.70] [Immediate] [-0.58] [8.01] [-5.61] | PC:3120
Heading:28.72 A Des:[-3.00] Act:[-3.10] B Des:-6.32] Act:[-5.00] [Immediate] [-0.24] [7.31] [-6.53] | PC:3120
Heading:28.70 A Des:[-2.87] Act:[0.80] B Des:-6.38] Act:[-0.80] [Immediate] [0.46] [6.08] [-7.74] | PC:3121
Heading:28.70 A Des:[-2.87] Act:[-1.60] B Des:-6.38] Act:[-4.20] [Immediate] [1.10] [5.09] [-8.42] | PC:3121
Heading:28.66 A Des:[-2.61] Act:[-3.00] B Des:-6.50] Act:[-2.30] [Immediate] [2.13] [3.43] [-9.08] | PC:3122
Heading:28.66 A Des:[-2.61] Act:[-4.50] B Des:-6.50] Act:[-5.80] [Immediate] [2.82] [2.30] [-9.28] | PC:3122
Heading:28.71 A Des:[-2.93] Act:[0.00] B Des:-6.36] Act:[-3.30] [Immediate] [3.73] [0.58] [-9.27] | PC:3123
Heading:28.71 A Des:[-2.93] Act:[-2.10] B Des:-6.36] Act:[-5.80] [Immediate] [4.18] [-0.49] [-9.10] | PC:3123
Heading:28.75 A Des:[-3.18] Act:[-0.80] B Des:-6.23] Act:[-6.60] [Immediate] [4.65] [-1.96] [-8.69] | PC:3124
Heading:28.75 A Des:[-3.18] Act:[-2.60] B Des:-6.23] Act:[-4.30] [Immediate] [4.91] [-2.87] [-8.29] | PC:3124
Heading:28.88 A Des:[-4.00] Act:[-2.90] B Des:-5.74] Act:[-4.80] [Immediate] [5.20] [-4.02] [-7.52] | PC:3125
Heading:28.88 A Des:[-4.00] Act:[0.20] B Des:-5.74] Act:[-3.20] [Immediate] [5.78] [-4.62] [-6.87] | PC:3125
Heading:28.79 A Des:[-3.43] Act:[-1.50] B Des:-6.10] Act:[-3.30] [Immediate] [6.23] [-5.04] [-6.19] | PC:3126
Heading:28.79 A Des:[-3.43] Act:[-2.20] B Des:-6.10] Act:[-2.60] [Immediate] [7.05] [-5.33] [-5.00] | PC:3126
Heading:28.68 A Des:[-2.74] Act:[-5.10] B Des:-6.44] Act:[-3.50] [Immediate] [7.62] [-5.30] [-4.20] | PC:3127
Heading:28.68 A Des:[-2.74] Act:[-3.90] B Des:-6.44] Act:[-2.70] [Immediate] [8.35] [-5.07] [-3.05] | PC:3127
Heading:28.60 A Des:[-2.27] Act:[-1.30] B Des:-6.62] Act:[-3.80] [Immediate] [8.72] [-4.87] [-2.38] | PC:3128
Heading:28.60 A Des:[-2.27] Act:[-1.30] B Des:-6.62] Act:[-4.20] [Immediate] [9.07] [-4.61] [-1.42] | PC:3128
Heading:28.56 A Des:[-1.99] Act:[-2.20] B Des:-6.71] Act:[-3.30] [Immediate] [9.19] [-4.55] [-0.90] | PC:3129
Heading:28.56 A Des:[-1.99] Act:[-0.20] B Des:-6.71] Act:[-4.70] [Immediate] [9.27] [-4.49] [-0.13] | PC:3129
Heading:28.51 A Des:[-1.62] Act:[-5.00] B Des:-6.81] Act:[-1.60] [Immediate] [9.32] [-4.37] [0.38] | PC:3130
Heading:28.51 A Des:[-1.62] Act:[-2.70] B Des:-6.81] Act:[-1.30] [Immediate] [9.47] [-3.95] [1.06] | PC:3130
Heading:28.50 A Des:[-1.54] Act:[-0.70] B Des:-6.83] Act:[-6.10] [Immediate] [9.60] [-3.52] [1.41] | PC:3131
Heading:28.50 A Des:[-1.54] Act:[-0.10] B Des:-6.83] Act:[-1.10] [Immediate] [9.80] [-2.81] [1.75] | PC:3131
Heading:28.49 A Des:[-1.52] Act:[-1.90] B Des:-6.83] Act:[-3.30] [Immediate] [9.90] [-2.34] [1.93] | PC:3132
Heading:28.49 A Des:[-1.52] Act:[-0.90] B Des:-6.83] Act:[-2.40] [Immediate] [9.97] [-1.80] [2.14] | PC:3132
Heading:28.51 A Des:[-1.64] Act:[1.10] B Des:-6.80] Act:[-3.80] [Immediate] [10.01] [-1.47] [2.25] | PC:3133
Heading:28.51 A Des:[-1.64] Act:[1.30] B Des:-6.80] Act:[-4.10] [Immediate] [10.05] [-0.95] [2.33] | PC:3133
Heading:28.45 A Des:[-1.20] Act:[-1.40] B Des:-6.90] Act:[-0.70] [Immediate] [10.09] [-0.61] [2.28] | PC:3134
Heading:28.45 A Des:[-1.20] Act:[0.00] B Des:-6.90] Act:[-4.30] [Immediate] [10.18] [-0.14] [1.96] | PC:3134
Heading:28.38 A Des:[-0.77] Act:[-1.60] B Des:-6.96] Act:[-4.80] [Immediate] [10.25] [0.15] [1.60] | PC:3135
Heading:28.38 A Des:[-0.77] Act:[-1.20] B Des:-6.96] Act:[-6.50] [Immediate] [10.34] [0.35] [0.98] | PC:3135
Heading:28.34 A Des:[-0.45] Act:[-0.40] B Des:-6.99] Act:[-1.30] [Immediate] [10.37] [0.39] [0.66] | PC:3136
Heading:28.34 A Des:[-0.45] Act:[-0.10] B Des:-6.99] Act:[-4.40] [Immediate] [10.37] [0.43] [0.40] | PC:3136
Heading:28.42 A Des:[-0.99] Act:[0.70] B Des:-6.93] Act:[-3.40] [Immediate] [10.38] [0.44] [0.32] | PC:3137
Heading:28.42 A Des:[-0.99] Act:[1.00] B Des:-6.93] Act:[-2.20] [Immediate] [10.37] [0.47] [0.26] | PC:3137
Heading:28.44 A Des:[-1.16] Act:[0.60] B Des:-6.90] Act:[-4.10] [Immediate] [10.37] [0.51] [0.21] | PC:3138
Heading:28.44 A Des:[-1.16] Act:[-0.90] B Des:-6.90] Act:[-4.90] [Immediate] [10.37] [0.42] [0.09] | PC:3138
Heading:28.33 A Des:[-0.41] Act:[0.40] B Des:-6.99] Act:[-2.20] [Immediate] [10.38] [0.26] [-0.00] | PC:3139
Heading:28.33 A Des:[-0.41] Act:[-1.30] B Des:-6.99] Act:[-2.90] [Immediate] [10.38] [-0.08] [-0.11] | PC:3139
Heading:28.24 A Des:[0.23] Act:[-1.70] B Des:-7.00] Act:[-3.60] [Immediate] [10.38] [-0.39] [-0.12] | PC:3140
Heading:28.24 A Des:[0.23] Act:[0.20] B Des:-7.00] Act:[-2.20] [Immediate] [10.36] [-0.65] [-0.00] | PC:3140
Heading:28.14 A Des:[0.95] Act:[0.10] B Des:-6.94] Act:[-3.60] [Immediate] [10.36] [-0.61] [0.10] | PC:3141
Heading:28.14 A Des:[0.95] Act:[0.30] B Des:-6.94] Act:[-2.80] [Immediate] [10.37] [-0.39] [0.19] | PC:3141
Heading:28.24 A Des:[0.24] Act:[2.10] B Des:-7.00] Act:[-1.80] [Immediate] [10.38] [-0.18] [0.18] | PC:3142
Heading:28.24 A Des:[0.24] Act:[0.30] B Des:-7.00] Act:[-3.00] [Immediate] [10.38] [0.06] [0.13] | PC:3142
Heading:28.20 A Des:[0.52] Act:[-1.20] B Des:-6.98] Act:[-0.50] [Immediate] [10.39] [0.12] [0.12] | PC:3143
Heading:28.20 A Des:[0.52] Act:[0.20] B Des:-6.98] Act:[-2.30] [Immediate] [10.38] [0.14] [0.16] | PC:3143
Heading:28.22 A Des:[0.37] Act:[1.30] B Des:-6.99] Act:[-2.30] [Immediate] [10.38] [0.16] [0.18] | PC:3144
Heading:28.22 A Des:[0.37] Act:[2.80] B Des:-6.99] Act:[-3.20] [Immediate] [10.38] [0.21] [0.17] | PC:3144
Heading:28.27 A Des:[0.05] Act:[-0.50] B Des:-7.00] Act:[-2.60] [Immediate] [10.38] [0.26] [0.12] | PC:3145
Heading:28.27 A Des:[0.05] Act:[0.30] B Des:-7.00] Act:[-5.10] [Immediate] [10.38] [0.31] [-0.02] | PC:3145
Heading:28.33 A Des:[-0.38] Act:[1.40] B Des:-6.99] Act:[-4.00] [Immediate] [10.38] [0.29] [-0.14] | PC:3146
Heading:28.33 A Des:[-0.38] Act:[0.30] B Des:-6.99] Act:[-5.50] [Immediate] [10.38] [0.28] [-0.25] | PC:3146
Heading:28.32 A Des:[-0.35] Act:[1.20] B Des:-6.99] Act:[-6.90] [Immediate] [10.38] [0.21] [-0.35] | PC:3147
Heading:28.32 A Des:[-0.35] Act:[-1.10] B Des:-6.99] Act:[-7.20] [Immediate] [10.38] [0.19] [-0.32] | PC:3147
Heading:28.21 A Des:[0.43] Act:[0.00] B Des:-6.99] Act:[-4.70] [Immediate] [10.38] [0.20] [-0.22] | PC:3148
Heading:28.21 A Des:[0.43] Act:[-0.70] B Des:-6.99] Act:[-5.60] [Immediate] [10.38] [0.22] [-0.17] | PC:3148
Heading:28.21 A Des:[0.47] Act:[0.60] B Des:-6.98] Act:[-5.00] [Immediate] [10.38] [0.21] [-0.15] | PC:3149
Heading:28.21 A Des:[0.47] Act:[0.40] B Des:-6.98] Act:[-3.30] [Immediate] [10.38] [0.16] [-0.17] | PC:3149
Heading:28.17 A Des:[0.73] Act:[-0.40] B Des:-6.96] Act:[-3.50] [Immediate] [10.38] [-0.02] [-0.20] | PC:3150
Heading:28.17 A Des:[0.73] Act:[2.00] B Des:-6.96] Act:[-4.00] [Immediate] [10.38] [-0.12] [-0.19] | PC:3150
Heading:28.10 A Des:[1.18] Act:[0.50] B Des:-6.90] Act:[-6.70] [Immediate] [10.38] [-0.29] [-0.14] | PC:3151
Heading:28.10 A Des:[1.18] Act:[0.20] B Des:-6.90] Act:[-2.20] [Immediate] [10.37] [-0.48] [-0.07] | PC:3151
Heading:28.22 A Des:[0.39] Act:[0.10] B Des:-6.99] Act:[-7.40] [Immediate] [10.35] [-0.86] [0.15] | PC:3152
Heading:28.22 A Des:[0.39] Act:[1.80] B Des:-6.99] Act:[-0.70] [Immediate] [10.31] [-1.15] [0.39] | PC:3152
Heading:28.11 A Des:[1.13] Act:[0.90] B Des:-6.91] Act:[-4.10] [Immediate] [10.25] [-1.37] [0.81] | PC:3153
Heading:28.11 A Des:[1.13] Act:[-2.00] B Des:-6.91] Act:[-5.30] [Immediate] [10.24] [-1.29] [1.03] | PC:3153
Heading:27.99 A Des:[1.95] Act:[-1.50] B Des:-6.72] Act:[-2.40] [Immediate] [10.24] [-1.04] [1.25] | PC:3154
Heading:27.99 A Des:[1.95] Act:[0.00] B Des:-6.72] Act:[-3.50] [Immediate] [10.25] [-0.87] [1.36] | PC:3154
Heading:27.87 A Des:[2.75] Act:[0.50] B Des:-6.44] Act:[-3.80] [Immediate] [10.24] [-0.64] [1.62] | PC:3155
Heading:27.87 A Des:[2.75] Act:[2.20] B Des:-6.44] Act:[-4.50] [Immediate] [10.20] [-0.51] [1.90] | PC:3155
Heading:27.86 A Des:[2.85] Act:[2.80] B Des:-6.39] Act:[-4.90] [Immediate] [10.07] [-0.32] [2.51] | PC:3156
Heading:27.86 A Des:[2.85] Act:[2.20] B Des:-6.39] Act:[-3.20] [Immediate] [9.89] [-0.06] [3.09] | PC:3156
Heading:27.79 A Des:[3.27] Act:[4.40] B Des:-6.19] Act:[-1.20] [Immediate] [9.48] [0.44] [4.10] | PC:3157
Heading:27.79 A Des:[3.27] Act:[4.60] B Des:-6.19] Act:[-2.00] [Immediate] [9.13] [0.95] [4.72] | PC:3157
Heading:27.82 A Des:[3.09] Act:[1.50] B Des:-6.28] Act:[-2.10] [Immediate] [8.56] [1.80] [5.40] | PC:3158
Heading:27.82 A Des:[3.09] Act:[1.20] B Des:-6.28] Act:[-0.90] [Immediate] [8.19] [2.51] [5.65] | PC:3158
Heading:27.90 A Des:[2.57] Act:[1.00] B Des:-6.51] Act:[-4.10] [Immediate] [7.75] [3.45] [5.74] | PC:3159
Heading:27.90 A Des:[2.57] Act:[1.20] B Des:-6.51] Act:[-4.50] [Immediate] [7.48] [4.13] [5.61] | PC:3159
Heading:28.01 A Des:[1.82] Act:[-0.50] B Des:-6.76] Act:[-5.30] [Immediate] [7.11] [5.15] [5.18] | PC:3160
Heading:28.01 A Des:[1.82] Act:[1.40] B Des:-6.76] Act:[-3.80] [Immediate] [6.90] [5.82] [4.72] | PC:3160
Heading:28.15 A Des:[0.89] Act:[4.30] B Des:-6.94] Act:[-3.50] [Immediate] [6.66] [6.65] [3.85] | PC:3161
Heading:28.15 A Des:[0.89] Act:[0.80] B Des:-6.94] Act:[-2.90] [Immediate] [6.51] [7.12] [3.15] | PC:3161
Heading:28.13 A Des:[0.98] Act:[-1.50] B Des:-6.93] Act:[-3.90] [Immediate] [6.32] [7.72] [1.84] | PC:3162
Heading:28.13 A Des:[0.98] Act:[2.20] B Des:-6.93] Act:[-3.70] [Immediate] [6.25] [7.93] [0.93] | PC:3162
Heading:28.12 A Des:[1.04] Act:[-0.20] B Des:-6.92] Act:[-3.90] [Immediate] [6.21] [7.99] [-0.51] | PC:3163
Heading:28.12 A Des:[1.04] Act:[-0.60] B Des:-6.92] Act:[-1.70] [Immediate] [6.17] [7.91] [-1.54] | PC:3163
Heading:28.12 A Des:[1.09] Act:[1.10] B Des:-6.92] Act:[-6.80] [Immediate] [6.03] [7.58] [-2.98] | PC:3164
Heading:28.12 A Des:[1.09] Act:[1.10] B Des:-6.92] Act:[-1.80] [Immediate] [5.86] [7.25] [-3.94] | PC:3164
Heading:28.21 A Des:[0.45] Act:[1.70] B Des:-6.99] Act:[-5.20] [Immediate] [5.48] [6.55] [-5.40] | PC:3165
Heading:28.21 A Des:[0.45] Act:[1.50] B Des:-6.99] Act:[-1.90] [Immediate] [5.18] [5.93] [-6.31] | PC:3165
Heading:28.11 A Des:[1.11] Act:[0.70] B Des:-6.91] Act:[-5.40] [Immediate] [4.93] [5.12] [-7.52] | PC:3166
Heading:28.11 A Des:[1.11] Act:[-0.50] B Des:-6.91] Act:[-3.00] [Immediate] [4.77] [3.63] [-8.11] | PC:3166
Heading:28.08 A Des:[1.34] Act:[1.80] B Des:-6.87] Act:[-2.40] [Immediate] [4.79] [2.54] [-8.50] | PC:3167
Heading:28.08 A Des:[1.34] Act:[-2.40] B Des:-6.87] Act:[-1.50] [Immediate] [4.87] [0.82] [-8.78] | PC:3167
Heading:27.96 A Des:[2.15] Act:[1.40] B Des:-6.66] Act:[-3.50] [Immediate] [4.86] [-0.31] [-8.81] | PC:3168
Heading:27.96 A Des:[2.15] Act:[1.20] B Des:-6.66] Act:[-3.40] [Immediate] [4.70] [-1.93] [-8.67] | PC:3168
Heading:28.04 A Des:[1.59] Act:[2.70] B Des:-6.82] Act:[-4.10] [Immediate] [4.45] [-3.02] [-8.47] | PC:3169
Heading:28.04 A Des:[1.59] Act:[2.10] B Des:-6.82] Act:[-3.70] [Immediate] [3.80] [-4.57] [-8.04] | PC:3169
Heading:27.94 A Des:[2.30] Act:[0.30] B Des:-6.61] Act:[-3.30] [Immediate] [3.26] [-5.55] [-7.61] | PC:3170
Heading:27.94 A Des:[2.30] Act:[1.90] B Des:-6.61] Act:[-3.30] [Immediate] [2.54] [-6.88] [-6.68] | PC:3170
Heading:28.04 A Des:[1.59] Act:[-0.50] B Des:-6.82] Act:[-3.70] [Immediate] [2.18] [-7.63] [-5.94] | PC:3171
Heading:28.04 A Des:[1.59] Act:[1.70] B Des:-6.82] Act:[-4.50] [Immediate] [1.77] [-8.52] [-4.68] | PC:3171
Heading:28.03 A Des:[1.69] Act:[1.70] B Des:-6.79] Act:[-3.80] [Immediate] [1.59] [-8.99] [-3.75] | PC:3172
Heading:28.03 A Des:[1.69] Act:[-0.30] B Des:-6.79] Act:[-4.90] [Immediate] [1.41] [-9.50] [-2.25] | PC:3172
Heading:28.06 A Des:[1.51] Act:[0.00] B Des:-6.84] Act:[-2.20] [Immediate] [1.32] [-9.67] [-1.21] | PC:3173
Heading:28.06 A Des:[1.51] Act:[-0.10] B Des:-6.84] Act:[-5.40] [Immediate] [1.15] [-9.78] [0.31] | PC:3173
Heading:28.10 A Des:[1.18] Act:[-1.20] B Des:-6.90] Act:[-5.00] [Immediate] [1.00] [-9.66] [1.42] | PC:3174
Heading:28.10 A Des:[1.18] Act:[1.20] B Des:-6.90] Act:[-2.80] [Immediate] [0.69] [-9.35] [2.91] | PC:3174
Heading:28.17 A Des:[0.71] Act:[1.30] B Des:-6.96] Act:[-3.70] [Immediate] [0.41] [-8.99] [3.88] | PC:3175
Heading:28.17 A Des:[0.71] Act:[-0.90] B Des:-6.96] Act:[-1.90] [Immediate] [-0.02] [-8.22] [5.28] | PC:3175
Heading:28.25 A Des:[0.17] Act:[0.20] B Des:-7.00] Act:[-2.20] [Immediate] [-0.31] [-7.61] [6.11] | PC:3176
Heading:28.25 A Des:[0.17] Act:[0.60] B Des:-7.00] Act:[-5.50] [Immediate] [-0.71] [-6.53] [7.20] | PC:3176
Heading:28.19 A Des:[0.56] Act:[1.10] B Des:-6.98] Act:[-5.90] [Immediate] [-0.83] [-5.73] [7.85] | PC:3177
Heading:28.19 A Des:[0.56] Act:[1.90] B Des:-6.98] Act:[-7.30] [Immediate] [-0.81] [-4.39] [8.67] | PC:3177
Heading:28.14 A Des:[0.93] Act:[-2.90] B Des:-6.94] Act:[-2.60] [Immediate] [-0.74] [-3.43] [9.10] | PC:3178
Heading:28.14 A Des:[0.93] Act:[0.90] B Des:-6.94] Act:[-6.10] [Immediate] [-0.71] [-1.96] [9.54] | PC:3178
Heading:28.25 A Des:[0.16] Act:[0.60] B Des:-7.00] Act:[-1.50] [Immediate] [-0.80] [-0.84] [9.69] | PC:3179
Heading:28.25 A Des:[0.16] Act:[-0.70] B Des:-7.00] Act:[-4.90] [Immediate] [-1.02] [0.66] [9.67] | PC:3179
Heading:28.33 A Des:[-0.42] Act:[0.60] B Des:-6.99] Act:[-7.00] [Immediate] [-1.17] [1.68] [9.52] | PC:3180
Heading:28.33 A Des:[-0.42] Act:[1.20] B Des:-6.99] Act:[-4.90] [Immediate] [-1.30] [3.29] [9.06] | PC:3180
Heading:28.31 A Des:[-0.25] Act:[0.30] B Des:-7.00] Act:[-5.50] [Immediate] [-1.29] [4.23] [8.65] | PC:3181
Heading:28.31 A Des:[-0.25] Act:[1.60] B Des:-7.00] Act:[-3.10] [Immediate] [-1.20] [5.64] [7.83] | PC:3181
Heading:28.30 A Des:[-0.19] Act:[-2.30] B Des:-7.00] Act:[-4.50] [Immediate] [-1.16] [6.52] [7.11] | PC:3182
Heading:28.30 A Des:[-0.19] Act:[-0.30] B Des:-7.00] Act:[-5.10] [Immediate] [-1.15] [7.67] [5.84] | PC:3182
Heading:28.28 A Des:[-0.05] Act:[-0.70] B Des:-7.00] Act:[-4.30] [Immediate] [-1.21] [8.29] [4.91] | PC:3183
Heading:28.28 A Des:[-0.05] Act:[3.50] B Des:-7.00] Act:[-4.40] [Immediate] [-1.25] [9.04] [3.31] | PC:3183
Heading:28.18 A Des:[0.69] Act:[-1.60] B Des:-6.97] Act:[-5.80] [Immediate] [-1.26] [9.37] [2.19] | PC:3184
Heading:28.18 A Des:[0.69] Act:[-0.40] B Des:-6.97] Act:[-3.50] [Immediate] [-1.27] [9.62] [0.45] | PC:3184
Heading:28.11 A Des:[1.15] Act:[0.50] B Des:-6.91] Act:[-3.20] [Immediate] [-1.30] [9.60] [-0.77] | PC:3185
Heading:28.11 A Des:[1.15] Act:[-1.80] B Des:-6.91] Act:[-4.70] [Immediate] [-1.38] [9.27] [-2.56] | PC:3185
Heading:28.09 A Des:[1.26] Act:[0.50] B Des:-6.88] Act:[-3.70] [Immediate] [-1.48] [8.87] [-3.73] | PC:3186
Heading:28.09 A Des:[1.26] Act:[0.60] B Des:-6.88] Act:[-4.60] [Immediate] [-1.66] [7.95] [-5.38] | PC:3186
Heading:28.16 A Des:[0.80] Act:[0.60] B Des:-6.95] Act:[-4.30] [Immediate] [-1.82] [7.15] [-6.35] | PC:3187
Heading:28.16 A Des:[0.80] Act:[1.00] B Des:-6.95] Act:[-2.80] [Immediate] [-2.01] [6.24] [-7.20] | PC:3187
Heading:28.17 A Des:[0.73] Act:[0.00] B Des:-6.96] Act:[-6.80] [Immediate] [-2.28] [4.62] [-8.25] | PC:3188
Heading:28.17 A Des:[0.73] Act:[1.80] B Des:-6.96] Act:[-2.10] [Immediate] [-2.45] [3.45] [-8.75] | PC:3188
Heading:28.10 A Des:[1.21] Act:[1.10] B Des:-6.90] Act:[-5.00] [Immediate] [-2.71] [1.62] [-9.17] | PC:3189
Heading:28.10 A Des:[1.21] Act:[1.50] B Des:-6.90] Act:[-4.10] [Immediate] [-2.85] [0.38] [-9.26] | PC:3189
Heading:28.14 A Des:[0.97] Act:[-0.20] B Des:-6.93] Act:[-3.50] [Immediate] [-3.04] [-1.39] [-9.08] | PC:3190
Heading:28.14 A Des:[0.97] Act:[0.60] B Des:-6.93] Act:[-2.30] [Immediate] [-3.20] [-2.50] [-8.78] | PC:3190
Heading:28.22 A Des:[0.38] Act:[0.70] B Des:-6.99] Act:[-4.20] [Immediate] [-3.38] [-4.02] [-8.10] | PC:3191
Heading:28.22 A Des:[0.38] Act:[0.40] B Des:-6.99] Act:[-3.20] [Immediate] [-3.44] [-4.92] [-7.55] | PC:3191
Heading:28.30 A Des:[-0.18] Act:[0.00] B Des:-7.00] Act:[-4.00] [Immediate] [-3.42] [-6.15] [-6.59] | PC:3192
Heading:28.30 A Des:[-0.18] Act:[-0.80] B Des:-7.00] Act:[-4.30] [Immediate] [-3.36] [-6.88] [-5.85] | PC:3192
Heading:28.25 A Des:[0.19] Act:[-0.30] B Des:-7.00] Act:[-3.20] [Immediate] [-3.29] [-7.77] [-4.65] | PC:3193
Heading:28.25 A Des:[0.19] Act:[0.50] B Des:-7.00] Act:[-6.10] [Immediate] [-3.25] [-8.25] [-3.79] | PC:3193
Heading:28.16 A Des:[0.78] Act:[0.90] B Des:-6.96] Act:[-1.30] [Immediate] [-3.24] [-8.75] [-2.36] | PC:3194
Heading:28.16 A Des:[0.78] Act:[0.10] B Des:-6.96] Act:[-4.20] [Immediate] [-3.24] [-8.94] [-1.41] | PC:3194
Heading:28.09 A Des:[1.26] Act:[-2.60] B Des:-6.88] Act:[-5.10] [Immediate] [-3.26] [-9.06] [-0.00] | PC:3195
Heading:28.09 A Des:[1.26] Act:[1.80] B Des:-6.88] Act:[-2.90] [Immediate] [-3.31] [-8.95] [1.00] | PC:3195
Heading:28.22 A Des:[0.38] Act:[0.00] B Des:-6.99] Act:[-4.50] [Immediate] [-3.46] [-8.64] [2.37] | PC:3196
Heading:28.22 A Des:[0.38] Act:[1.20] B Des:-6.99] Act:[-5.00] [Immediate] [-3.65] [-8.24] [3.24] | PC:3196
Heading:28.30 A Des:[-0.18] Act:[1.20] B Des:-7.00] Act:[-5.20] [Immediate] [-3.98] [-7.49] [4.42] | PC:3197
Heading:28.30 A Des:[-0.18] Act:[-0.80] B Des:-7.00] Act:[-1.80] [Immediate] [-4.17] [-6.89] [5.14] | PC:3197
Heading:28.24 A Des:[0.22] Act:[0.00] B Des:-7.00] Act:[-5.80] [Immediate] [-4.39] [-5.92] [6.07] | PC:3198
Heading:28.24 A Des:[0.22] Act:[2.70] B Des:-7.00] Act:[-4.90] [Immediate] [-4.47] [-5.21] [6.63] | PC:3198
Heading:28.27 A Des:[0.04] Act:[-2.60] B Des:-7.00] Act:[-6.00] [Immediate] [-4.48] [-4.02] [7.41] | PC:3199
Heading:28.27 A Des:[0.04] Act:[-2.10] B Des:-7.00] Act:[-4.50] [Immediate] [-4.45] [-3.19] [7.82] | PC:3199
Heading:28.32 A Des:[-0.34] Act:[1.50] B Des:-6.99] Act:[-6.70] [Immediate] [-4.44] [-1.90] [8.23] | PC:3200
Heading:28.32 A Des:[-0.34] Act:[1.10] B Des:-6.99] Act:[-6.30] [Immediate] [-4.48] [-0.90] [8.38] | PC:3200
Heading:28.32 A Des:[-0.35] Act:[-1.50] B Des:-6.99] Act:[-4.10] [Immediate] [-4.53] [0.46] [8.38] | PC:3201
Heading:28.32 A Des:[-0.35] Act:[1.40] B Des:-6.99] Act:[-5.00] [Immediate] [-4.54] [1.36] [8.28] | PC:3201
Heading:28.25 A Des:[0.18] Act:[0.00] B Des:-7.00] Act:[-4.10] [Immediate] [-4.55] [2.77] [7.91] | PC:3202
Heading:28.25 A Des:[0.18] Act:[0.00] B Des:-7.00] Act:[-3.80] [Immediate] [-4.55] [3.60] [7.56] | PC:3202
Heading:28.34 A Des:[-0.45] Act:[0.60] B Des:-6.99] Act:[-5.30] [Immediate] [-4.57] [4.80] [6.84] | PC:3203
Heading:28.34 A Des:[-0.45] Act:[-1.00] B Des:-6.99] Act:[-5.40] [Immediate] [-4.61] [5.57] [6.20] | PC:3203
Heading:28.22 A Des:[0.35] Act:[0.60] B Des:-6.99] Act:[-3.10] [Immediate] [-4.65] [6.55] [5.11] | PC:3204
Heading:28.22 A Des:[0.35] Act:[-1.60] B Des:-6.99] Act:[-2.60] [Immediate] [-4.65] [7.10] [4.31] | PC:3204
Heading:28.10 A Des:[1.20] Act:[2.80] B Des:-6.90] Act:[-4.10] [Immediate] [-4.66] [7.78] [2.92] | PC:3205
Heading:28.10 A Des:[1.20] Act:[-0.40] B Des:-6.90] Act:[-3.70] [Immediate] [-4.69] [8.05] [1.96] | PC:3205
Heading:28.22 A Des:[0.38] Act:[0.80] B Des:-6.99] Act:[-3.90] [Immediate] [-4.79] [8.23] [0.46] | PC:3206
Heading:28.22 A Des:[0.38] Act:[0.90] B Des:-6.99] Act:[-0.50] [Immediate] [-4.89] [8.16] [-0.59] | PC:3206
Heading:28.18 A Des:[0.67] Act:[-0.50] B Des:-6.97] Act:[-4.30] [Immediate] [-5.00] [7.83] [-2.12] | PC:3207
Heading:28.18 A Des:[0.67] Act:[1.90] B Des:-6.97] Act:[-6.50] [Immediate] [-5.05] [7.49] [-3.12] | PC:3207
Heading:28.13 A Des:[1.04] Act:[-2.10] B Des:-6.92] Act:[-7.20] [Immediate] [-5.07] [7.00] [-4.07] | PC:3208
Heading:28.13 A Des:[1.04] Act:[-3.70] B Des:-6.92] Act:[-5.30] [Immediate] [-5.11] [6.06] [-5.37] | PC:3208
Heading:28.22 A Des:[0.38] Act:[0.30] B Des:-6.99] Act:[-3.40] [Immediate] [-5.16] [5.28] [-6.09] | PC:3209
Heading:28.22 A Des:[0.38] Act:[-0.20] B Des:-6.99] Act:[-3.90] [Immediate] [-5.35] [3.90] [-6.92] | PC:3209
Heading:28.17 A Des:[0.75] Act:[1.80] B Des:-6.96] Act:[-6.80] [Immediate] [-5.50] [2.89] [-7.26] | PC:3210
Heading:28.17 A Des:[0.75] Act:[1.60] B Des:-6.96] Act:[-2.70] [Immediate] [-5.67] [1.38] [-7.56] | PC:3210
Heading:28.31 A Des:[-0.22] Act:[1.00] B Des:-7.00] Act:[-3.10] [Immediate] [-5.71] [0.38] [-7.64] | PC:3211
Heading:28.31 A Des:[-0.22] Act:[-1.50] B Des:-7.00] Act:[-3.40] [Immediate] [-5.70] [-1.05] [-7.58] | PC:3211
Heading:28.27 A Des:[0.02] Act:[0.70] B Des:-7.00] Act:[-6.40] [Immediate] [-5.65] [-1.98] [-7.43] | PC:3212
Heading:28.27 A Des:[0.02] Act:[-0.70] B Des:-7.00] Act:[-5.90] [Immediate] [-5.58] [-3.32] [-7.00] | PC:3212
Heading:28.24 A Des:[0.24] Act:[0.00] B Des:-7.00] Act:[-3.60] [Immediate] [-5.54] [-4.12] [-6.59] | PC:3213
